byte_index,bit_index,current_byte,current_state,supplied_reference_byte,supplied_reference_state,differs_from_supplied_reference,candidate_label,candidate_confidence,candidate_source,carista_keys,carista_labels,mapping_status,read_method,write_method,tested_status,notes
14,4,0E,clear,0E,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
14,5,0E,clear,0E,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
14,6,0E,clear,0E,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
14,7,0E,clear,0E,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
15,0,D0,clear,D0,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
15,1,D0,clear,D0,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
15,2,D0,clear,D0,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
15,3,D0,clear,D0,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
15,4,D0,set,D0,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
15,5,D0,clear,D0,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
15,6,D0,set,D0,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
15,7,D0,set,D0,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
16,0,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
16,1,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
16,2,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
16,3,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
16,4,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
16,5,00,clear,00,clear,False,Lamp Diagnostics for Rear Fog Light(s) active,low,obd-on-pc\lcode\pq25_6r0_937_08x_cornering_candidates.xpl,,,long_coding_candidate_without_recovered_carista_setting,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,"Validated guarded path: 2EF199 date, inline 22F1A5, 2EF198 workshop code, then 2E0600 + full 30-byte coding. The former live runner was removed after use.",not live-isolated,"Candidate label exists, but no exact Carista Setting object/key is recovered."
16,6,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
16,7,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
17,0,C8,clear,C8,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
17,1,C8,clear,C8,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
17,2,C8,clear,C8,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
17,3,C8,set,C8,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
17,4,C8,clear,C8,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
17,5,C8,clear,C8,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
17,6,C8,set,C8,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
17,7,C8,set,C8,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
18,0,41,set,41,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
18,1,41,clear,41,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
18,2,41,clear,41,clear,False,Cold diagnosis front fog lights active; weak cross-platform reference only,low,docs cross-platform note,,,long_coding_candidate_without_recovered_carista_setting,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,"Validated guarded path: 2EF199 date, inline 22F1A5, 2EF198 workshop code, then 2E0600 + full 30-byte coding. The former live runner was removed after use.",not live-isolated,"Candidate label exists, but no exact Carista Setting object/key is recovered."
18,3,41,clear,41,clear,False,Cold diagnosis rear fog lights active; weak cross-platform reference only,low,docs cross-platform note,,,long_coding_candidate_without_recovered_carista_setting,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,"Validated guarded path: 2EF199 date, inline 22F1A5, 2EF198 workshop code, then 2E0600 + full 30-byte coding. The former live runner was removed after use.",not live-isolated,"Candidate label exists, but no exact Carista Setting object/key is recovered."
18,4,41,clear,41,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
18,5,41,clear,41,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
18,6,41,set,41,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
18,7,41,clear,41,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
19,0,2F,set,2F,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
19,1,2F,set,2F,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
19,2,2F,set,2F,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
19,3,2F,set,2F,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
19,4,2F,clear,2F,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
19,5,2F,set,2F,set,False,Lamp Diagnostics for Fog Lights and/or Cornering/Turn Lights active,low,obd-on-pc\lcode\pq25_6r0_937_08x_cornering_candidates.xpl,,,long_coding_candidate_without_recovered_carista_setting,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,"Validated guarded path: 2EF199 date, inline 22F1A5, 2EF198 workshop code, then 2E0600 + full 30-byte coding. The former live runner was removed after use.",not live-isolated,"Candidate label exists, but no exact Carista Setting object/key is recovered."
19,6,2F,clear,2F,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
19,7,2F,clear,2F,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
20,0,60,clear,60,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
20,1,60,clear,60,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
20,2,60,clear,60,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
20,3,60,clear,60,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
20,4,60,clear,60,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
20,5,60,set,60,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
20,6,60,set,60,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
20,7,60,clear,60,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
21,0,A2,clear,A6,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
21,1,A2,set,A6,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
21,2,A2,clear,A6,set,True,Cornering/Turn Lights via Turn Signal active; Carista maps this to turn-signal-triggered cornering,high,obd-on-pc\lcode\pq25_6r0_937_08x_cornering_candidates.xpl,car_setting_cornerig_lights_with_turn_signal; car_setting_cornering_lights_with_turn_signals,Activate cornering lights with turn signal; Turn on cornering lights when turn signal is on,mapped_to_long_coding_candidate_but_live_behavior_ruled_out; mapped_to_same_bit_as_turn_signal_cornering,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,"Validated guarded path: 2EF199 date, inline 22F1A5, 2EF198 workshop code, then 2E0600 + full 30-byte coding. The former live runner was removed after use.",live written both ways and behavior unchanged; do not retest blindly,Turn-signal-triggered cornering family.
21,3,A2,clear,A6,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
21,4,A2,clear,A6,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
21,5,A2,set,A6,set,False,Fog Lights inactive with High Beams active,medium,obd-on-pc\lcode\pq25_6r0_937_08x_cornering_candidates.xpl,,,long_coding_candidate_without_recovered_carista_setting,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,"Validated guarded path: 2EF199 date, inline 22F1A5, 2EF198 workshop code, then 2E0600 + full 30-byte coding. The former live runner was removed after use.",not live-isolated,"Candidate label exists, but no exact Carista Setting object/key is recovered."
21,6,A2,clear,A6,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
21,7,A2,set,A6,set,False,Front Fog Lights with Turn Lights installed,medium,obd-on-pc\lcode\pq25_6r0_937_08x_cornering_candidates.xpl,,,long_coding_candidate_without_recovered_carista_setting,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,"Validated guarded path: 2EF199 date, inline 22F1A5, 2EF198 workshop code, then 2E0600 + full 30-byte coding. The former live runner was removed after use.",not live-isolated,"Candidate label exists, but no exact Carista Setting object/key is recovered."
22,0,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
22,1,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
22,2,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
22,3,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
22,4,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
22,5,00,clear,00,clear,False,Assistant Driving Light (ADL) active,medium,obd-on-pc\lcode\pq25_6r0_937_08x_cornering_candidates.xpl,car_setting_assist_dr_lights,Assistant Driving Light (ADL),mapped_to_external_pq25_candidate,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,"Validated guarded path: 2EF199 date, inline 22F1A5, 2EF198 workshop code, then 2E0600 + full 30-byte coding. The former live runner was removed after use.",not live-isolated,Assistant Driving Light / ADL candidate.
22,6,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
22,7,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
23,0,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
23,1,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
23,2,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
23,3,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
23,4,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
23,5,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
23,6,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
23,7,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
24,0,20,clear,20,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
24,1,20,clear,20,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
24,2,20,clear,20,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
24,3,20,clear,20,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
24,4,20,clear,20,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
24,5,20,set,20,set,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
24,6,20,clear,20,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
24,7,20,clear,20,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
25,0,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
25,1,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
25,2,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
25,3,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
25,4,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
25,5,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
25,6,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
25,7,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
26,0,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
26,1,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
26,2,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
26,3,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
26,4,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
26,5,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
26,6,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
26,7,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
27,0,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
27,1,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
27,2,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
27,3,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
27,4,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
27,5,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
27,6,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
27,7,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
28,0,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
28,1,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
28,2,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
28,3,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
28,4,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
28,5,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
28,6,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
28,7,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
29,0,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
29,1,00,clear,00,clear,False,,,,,,unknown_long_coding_bit,TP2.0 unit 20 direct read 220600; positive response is 620600 + 30-byte coding,not recommended; no label or Carista evidence,not a candidate,No current evidence maps this bit to a Carista setting.
