key,label,resource_id,native_va,native_string_found,category,value_hint,pq25_location,current_state,known_good_state,current_value6,target_value6,pending_write_target,raw_value_key,raw_address4,coding_type,tail_bytes,write_tuple_status,confidence,notes
car_setting_anti_theft_alarm_sound_type,Anti-theft protection alarm sound type,0x7f1404f2,0x00A5BA1C,True,sound_chime,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_anti_theft_alarm_trigger,Anti theft alarm trigger,0x7f1404f3,0x00B4EB29,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_apple_car_play,Apple CarPlay,0x7f1404f4,0x00AB9D88,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_approach_detection,Approach detection (keyless entry only),0x7f1404f5,0x00783A8E,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_approach_detection_step_1_from_2,Approach detection (keyless entry only) (step 1 of 2),0x7f1404f6,0x00A4D270,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_approach_detection_step_2_from_2,Approach detection (keyless entry only) (step 2 of 2),0x7f1404f7,0x00937FD2,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_arabian_region,Arabian region,0x7f1404f8,0x009C582B,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_asiatic_region,Asiatic region,0x7f1404f9,0x00AAACE0,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_asr_off,ASR off,0x7f1404fa,0x007357D5,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_asr_off_esc_off_v1,ASR off / ESC off version 1,0x7f1404fb,0x00BBBFBB,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_asr_off_esc_off_v2,ASR off / ESC off version 2,0x7f1404fc,0x00A75277,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_asr_off_esc_sport,ASR off / ESC sport,0x7f1404fd,0x00769294,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_assist_dr_lights,Assistant Driving Light (ADL),0x7f1404fe,0x00B688D9,True,lighting_drl_adl,setting/category label,byte 22 bit 5,clear,clear,412F60A20000,,False,unknown,unknown,unknown,unknown,mapped location only; not a pending write target,medium-low,Likely Assistant Driving Light / ADL related. It did not differ between current and known-good coding.
car_setting_at_high_rpm,At high RPM,0x7f1404ff,0x006DA98B,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_at_low_rpm,At low RPM,0x7f140500,0x00B68468,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_audi_music_interface,Audi Music Interface,0x7f140501,0x007930BF,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_audi_music_interface_and_aux_input,Audi Music Interface + AUX input,0x7f140502,0x00B819A9,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_audi_music_interface_and_satellite_radio,Audi Music Interface + Satellite radio,0x7f140503,0x0074FAED,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_audio_information_system,Audio information system,0x7f140504,0x0089F462,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_audio_management_level_gain_am,Audio level gain (AM),0x7f140505,0x006DAA15,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_audio_management_level_gain_fm,Audio level gain (FM),0x7f140506,0x009474DF,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_audio_management_level_gain_sat,Audio level gain (SAT),0x7f140507,0x00A1B631,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_activate_steering_wheel_heater,Auto-activate steering-wheel heater,0x7f140508,0x00870703,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_adjust_headlights_vehicle_in_front,Automatically adjust the headlights to the vehicle in front,0x7f140509,0x0089F4C2,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_arm_on_doors_closed,Auto-arm the alarm when doors are closed and smart key is away from vehicle,0x7f14050a,0x00C36B22,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_arm_on_doors_closed_after,Auto-arm the alarm after…,0x7f14050b,0x00AB8490,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_arm_on_doors_closed_smart_key_out_of_range_for,Auto-arm the alarm when smart key is out of range for more than…,0x7f14050c,0x00A19F13,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_arm_on_doors_closing,"""Auto-arm the alarm when the car's power back door has closed and smart key is away from vehicle""",0x7f14050d,0x00A19EED,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_arm_on_key_out,Auto-arm the alarm when door closed with key NOT in ignition,0x7f14050e,0x00767FF3,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_door_lock_mode,Auto-lock doors when…,0x7f14050f,0x00B4A496,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_door_lock_unlock,Auto lock/unlock doors,0x7f140510,0x0086DB77,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_driver_door_unlock_ignition_off,"""Driver's door only when ignition is switched OFF""",0x7f140511,0x00BEE787,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_driver_door_unlock_option_key_removed,When key is taken out of ignition (Driver door only),0x7f140512,0x008FA42B,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_driver_door_unlock_option_shift,When shifting into park (P) (Driver door only),0x7f140513,0x00A172CA,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_eject_key,Auto eject key when START/STOP button is pressed and held,0x7f140514,0x00720142,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_eject_key_hold_duration,Auto eject key when START/STOP button is pressed and held for…,0x7f140515,0x00BA715F,True,app_catalog,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_engage_epb_upon_leaving_vehicle,Auto engage parking brake when driver leaves vehicle,0x7f140516,0x00A5B683,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_engage_epb_when_ignition_off,Auto engage parking brake when ignition is turned off,0x7f140517,0x006C1391,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_engage_epb_when_ignition_off_req_cvt,Auto engage parking brake when ignition is turned off (req. AT/CVT transmission),0x7f140518,0x00831159,True,engine_drivetrain,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_engage_epb_when_shifting_to_park,Auto engage parking brake when shifting into park (P),0x7f140519,0x008A07EC,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirror_driver,"""Auto fold driver's side-view mirror (req. power folding mirrors)""",0x7f14051a,0x00B4EBD3,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirror_passenger,"""Auto fold passenger's side-view mirror (req. power folding mirrors)""",0x7f14051b,0x00B9B372,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors,Auto fold side-view mirrors (req. power folding mirrors),0x7f14051c,0x00BA724E,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_delay,Delay when auto-folding side-view mirrors,0x7f14051d,0x008CAD40,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_driver_step_1,Auto fold driver-side mirror (req. power folding mirrors) (step 1 of 2),0x7f14051e,0x0074045B,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_driver_step_2,Auto fold driver-side mirror (req. power folding mirrors) (step 2 of 2),0x7f14051f,0x00AAAEBF,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_experimental,Auto fold side-view mirrors (req. power folding mirrors) (experimental),0x7f140520,0x0081F391,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_in_infotainment,Allow configuring auto-folding mirrors in infotainment,0x7f140521,0x00ADA965,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_only_bmw,Auto fold side-view mirrors (req. power folding mirrors) (BMW only),0x7f140522,0x00739F2E,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_open_door_step_1,Enable the auto fold mirrors only when door is opened (step 1 of 2),0x7f140523,0x00937FFF,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_open_door_step_2,Enable the auto fold mirrors only when door is opened (step 2 of 2),0x7f140524,0x00B72CDC,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_overall,Allow auto-folding mirrors,0x7f140525,0x0091ECD8,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_passenger_step_1,Auto fold passenger-side mirror (req. power folding mirrors) (step 1 of 2),0x7f140526,0x00A0C021,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_passenger_step_2,Auto fold passenger-side mirror (req. power folding mirrors) (step 2 of 2),0x7f140527,0x00C29079,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_remote_key1,Auto fold side-view mirrors (req. power folding mirrors) (fob 1),0x7f140528,0x00B81C66,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_remote_key2,Auto fold side-view mirrors (req. power folding mirrors) (fob 2),0x7f140529,0x00871F6E,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_remote_key3,Auto fold side-view mirrors (req. power folding mirrors) (fob 3),0x7f14052a,0x009EED05,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_remote_key4,Auto fold side-view mirrors (req. power folding mirrors) (fob 4),0x7f14052b,0x00835A7E,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_remote_mode,Auto fold mirrors via…,0x7f14052c,0x0092DFAB,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_unfold_driver_door_open,"""Fold via remote, unfold on driver's door opened""",0x7f14052d,0x00AB9C63,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_fold_mirrors_unfold_ignition_on,"Fold via remote, unfold on ignition on",0x7f14052e,0x00B4EBF7,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_headlights_activation_time,Auto headlights activation time,0x7f14052f,0x00AB8401,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_headlights_and_wipers_req_rls,Turn headlights on when wipers operated continuously and headlights are switched on AUTO (req. auto headlights),0x7f140530,0x00BF1397,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_headlights_off_timer,Delay for turning off auto headlights when daylight is detected,0x7f140531,0x0078EA52,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_headlights_rain,Turn headlights on when rain is detected (must have rain sensor),0x7f140532,0x00735BAA,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_headlights_rain_req_rls,Turn headlights on when wipers operated continuously at (req. auto headlights)…,0x7f140533,0x00C33CDE,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_headlights_sensitivity_in_obc,Allow adjusting auto headlights sensitivity via dash menu (OBC) (works only when stationary),0x7f140534,0x00AA4C02,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_high_beam_control_step_1_from_7,Auto high beam control (step 1 of 7),0x7f140535,0x00698436,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_high_beam_control_step_2_from_7,Auto high beam control (step 2 of 7),0x7f140536,0x00891F81,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_high_beam_control_step_3_from_7,Auto high beam control (step 3 of 7),0x7f140537,0x00C65A99,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_high_beam_control_step_4_from_7,Auto high beam control (step 4 of 7),0x7f140538,0x006B1EC8,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_high_beam_control_step_5_from_7,Auto high beam control (step 5 of 7),0x7f140539,0x00B8BF85,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_high_beam_control_step_6_from_7,Auto high beam control (step 6 of 7),0x7f14053a,0x008EEC39,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_high_beam_control_step_7_from_7,Auto high beam control (step 7 of 7),0x7f14053b,0x00863096,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_hold,Auto hold,0x7f14053c,0x00891E23,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_hold_button_behavior,Auto-hold (AVH) button behavior,0x7f14053d,0x00992CD1,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_hold_mode,Auto-hold (AVH) disengagement,0x7f14053e,0x00B4E81F,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_increase_airflow_when_foot_def_on,Increase blower level automatically when defroster is ON,0x7f14053f,0x008DF199,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_increase_blower_speed_when_front_defroster_on,Auto-increase blower speed when front defroster is on,0x7f140540,0x0092C6E6,True,app_catalog,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lights_sensitivity,Auto headlights activation threshold,0x7f140541,0x006AD4D9,True,lighting_drl_adl,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lights_sensitivity_dark1,Darker,0x7f140542,0x00BEE819,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lights_sensitivity_dark2,Darkest,0x7f140543,0x00BEE843,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lights_sensitivity_deactivation,Auto headlights deactivation threshold,0x7f140544,0x006A7AE1,True,lighting_drl_adl,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lights_sensitivity_light1,Lighter,0x7f140545,0x00AB5A14,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lights_sensitivity_light2,Lightest,0x7f140546,0x00B4D15C,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_menu,Auto door locking menu in MMI,0x7f140547,0x008A0A78,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_once_after_ignition_on,Auto-lock doors once after the ignition is switched on,0x7f140548,0x006C5B15,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_option,Auto-lock all doors,0x7f140549,0x0089F51A,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_option_moving,When vehicle starts moving,0x7f14054a,0x006A61B6,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_option_shift,When shifting into gear,0x7f14054b,0x00C50F18,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_trunk,Auto-lock trunk when moving,0x7f14054c,0x006DACC5,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_trunk_key1,Auto-lock trunk when moving (fob 1),0x7f14054d,0x008E077D,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_trunk_key2,Auto-lock trunk when moving (fob 2),0x7f14054e,0x009D4E90,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_trunk_key3,Auto-lock trunk when moving (fob 3),0x7f14054f,0x00B81C2E,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_trunk_key4,Auto-lock trunk when moving (fob 4),0x7f140550,0x00C74CA3,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_unlock_menu,Auto door locking/unlocking menu in MMI,0x7f140551,0x009D4E6E,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_upon_exit_step_1_from_8,Auto lock upon exit (step 1 of 8),0x7f140552,0x008FE55E,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_upon_exit_step_2_from_8,Auto lock upon exit (step 2 of 8),0x7f140553,0x00AB9BCF,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_upon_exit_step_3_from_8,Auto lock upon exit (step 3 of 8),0x7f140554,0x00ADA8B5,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_upon_exit_step_4_from_8,Auto lock upon exit (step 4 of 8),0x7f140555,0x006A7BA9,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_auto_lock_upon_exit_step_5_from_8,Auto lock upon exit (step 5 of 8),0x7f140556,0x007932E4,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
